iter	Logloss
228	0.03019969912
229	0.030083904
230	0.02995523425
231	0.02987544186
232	0.02980311112
233	0.0296709736
234	0.02956856937
235	0.02947154213
236	0.02938457512
237	0.0293340415
238	0.02928598984
239	0.02923518784
240	0.02909994322
241	0.02895742683
242	0.02884615919
243	0.02878110887
244	0.02867268628
245	0.02860917771
246	0.02853590627
247	0.02850348784
248	0.02843007829
249	0.02833276699
250	0.02820382502
251	0.02806812529
252	0.02794025623
253	0.02788535006
254	0.02775473516
255	0.02769484494
256	0.02763088607
257	0.02761230528
258	0.02749591233
259	0.02746500269
260	0.02732137046
261	0.02720050366
262	0.02713552193
263	0.02699839359
264	0.02683797962
265	0.02678234603
266	0.0267331128
267	0.02667379236
268	0.02660050041
269	0.02653576237
270	0.02645812067
271	0.02639160454
272	0.02624461102
273	0.02618527448
274	0.02610245661
275	0.0260010933
276	0.02588840594
277	0.02585946154
278	0.0258052116
279	0.02575874913
280	0.02568970853
281	0.02564856681
282	0.02557968455
283	0.02542967658
284	0.02534729986
285	0.02529257701
286	0.02516555685
287	0.02506106041
288	0.02501988655
289	0.02496521543
290	0.02490975082
291	0.02484477392
292	0.02478409681
293	0.02473655406
294	0.02465604666
295	0.02456364929
296	0.02450415271
297	0.0244628222
298	0.02443013062
299	0.02436016693
300	0.02428309859
301	0.02416802869
302	0.02411225054
303	0.02409084754
304	0.02401281157
305	0.02394516741
306	0.0238386087
307	0.02378343439
308	0.02367283464
309	0.02355783631
310	0.02349547617
311	0.02344246324
312	0.02337314087
313	0.02332455136
314	0.02327828215
315	0.02322094331
316	0.02311786448
317	0.02308677834
318	0.02302678036
319	0.02300480551
320	0.02297067177
321	0.02293895805
322	0.02291478396
323	0.0228797818
324	0.02280678699
325	0.02273238632
326	0.02264972194
327	0.02259454563
328	0.02257816647
329	0.0224764334
330	0.02241142549
331	0.0223265813
332	0.02226296208
333	0.02224543265
334	0.02221270608
335	0.02217358144
336	0.02211474594
337	0.02206398291
338	0.02202578231
339	0.02198912538
340	0.02194639148
341	0.02192089184
342	0.02185992129
343	0.02181361204
344	0.0217973179
345	0.02173133986
346	0.02167329111
347	0.02160506846
348	0.02155542874
349	0.02151203689
350	0.02142020308
351	0.02136659163
352	0.02135174621
353	0.02129501356
354	0.02127743593
355	0.02123211079
356	0.02118756957
357	0.02113146933
358	0.0210971138
359	0.02100514999
360	0.02094952578
361	0.0209166397
362	0.02085468289
363	0.02080641385
364	0.02068429892
365	0.02057619317
366	0.02053151464
367	0.02047159911
368	0.02042299439
369	0.02035297165
370	0.02024727566
371	0.02023474444
372	0.02017843744
373	0.02014945495
374	0.02012282295
375	0.02007697379
376	0.02004011251
377	0.01996492597
378	0.01992905319
379	0.01990376815
380	0.01985204831
381	0.01981309114
382	0.01977575392
383	0.01970301193
384	0.01966393343
385	0.01958500984
386	0.01953245276
387	0.01947101542
388	0.01943408838
389	0.01940795787
390	0.01935174341
391	0.01928968232
392	0.01925524425
393	0.01921799976
394	0.01917250221
395	0.01913352769
396	0.0191241664
397	0.01909799658
398	0.01901725797
399	0.01893205355
400	0.01892364466
401	0.01888504911
402	0.01884014113
403	0.0187869607
404	0.01875894977
405	0.01874363026
406	0.01867816689
407	0.01865616537
408	0.01863550395
409	0.01855795072
410	0.01851355117
411	0.01844913064
412	0.01842973351
413	0.01838956955
414	0.01837901635
415	0.01836158255
416	0.01832998735
417	0.01830738841
418	0.01827858627
419	0.01825409095
420	0.0182008038
421	0.01815749762
422	0.01813101873
423	0.01808464596
424	0.0180539486
425	0.01799661531
426	0.01797645037
427	0.01793768907
428	0.01789500768
429	0.01785747076
430	0.0178063518
431	0.01779532096
432	0.01772348536
433	0.01769719514
434	0.01767984636
435	0.0176578124
436	0.01764334473
437	0.01761964078
438	0.01759202452
439	0.01756719531
440	0.01752444302
441	0.01749024051
442	0.01744772214
443	0.01741095113
444	0.01740208609
445	0.01737037794
446	0.01734185922
447	0.01731696577
448	0.01726836415
449	0.0172553475
450	0.01722127627
451	0.01719689402
452	0.01716074576
453	0.01713746874
454	0.0171300067
455	0.01709706734
456	0.01705312586
457	0.01697248288
458	0.01694808918
459	0.01692451928
460	0.0169063772
461	0.01687636817
462	0.01681096559
463	0.01673462371
464	0.01666314154
465	0.01663509811
466	0.01661416667
467	0.01658606106
468	0.01654313042
469	0.01650776527
470	0.01644445736
471	0.01642488202
472	0.01641293477
473	0.01638354037
474	0.01636045833
475	0.01634131071
476	0.01630680535
477	0.0162896506
478	0.0162561113
479	0.01622014607
480	0.01615404385
481	0.01612869159
482	0.01609942117
483	0.01609126223
484	0.01606152656
485	0.01599832868
486	0.01595868961
487	0.01593149942
488	0.01587395335
489	0.01583774926
490	0.01581526941
491	0.01574458808
492	0.01571269305
493	0.01568708082
494	0.01564905637
495	0.01561864986
496	0.01555967662
497	0.01554891013
498	0.01552864443
499	0.01550339666
500	0.01548266983
501	0.01546276236
502	0.01544475418
503	0.01542732089
504	0.01540337237
505	0.01538312191
506	0.0153593298
507	0.01534136539
508	0.01533194034
509	0.01531796296
510	0.01527916953
511	0.01524700013
512	0.01521974157
513	0.01521015832
514	0.01519409118
515	0.01514826399
516	0.01513487549
517	0.01511296367
518	0.01508613639
519	0.0150748243
520	0.01504984332
521	0.0150366637
522	0.01501251507
523	0.01497864088
524	0.01493752551
525	0.0148976355
526	0.01487744859
527	0.01481326215
528	0.01479982874
529	0.01475809228
530	0.01474042778
531	0.01472066161
532	0.01470639438
533	0.01468505636
534	0.01465522665
535	0.0146268391
536	0.01460206038
537	0.01459029625
538	0.0145556273
539	0.01451628841
540	0.0144937335
541	0.01446304404
542	0.01444451291
543	0.01441660038
544	0.01438868028
545	0.01432550246
546	0.01429774863
547	0.01426350665
548	0.01423519991
549	0.01420357204
550	0.01415411229
551	0.01413125982
552	0.01410314106
553	0.01408190014
554	0.01406512773
555	0.0140376221
556	0.01402832747
557	0.01401183005
558	0.01399453725
559	0.01396724909
560	0.01395552222
561	0.01393377322
562	0.01392824303
563	0.01390079401
564	0.01387407154
565	0.01381664328
566	0.01379717133
567	0.01374231192
568	0.0137164128
569	0.01369245528
570	0.01366556603
571	0.01364267484
572	0.01359334478
573	0.01357251148
574	0.01356671452
575	0.01353696764
576	0.01349046565
577	0.01347238864
578	0.0134348675
579	0.01341185137
580	0.01339978789
581	0.01337500759
582	0.01334905228
583	0.01332461071
584	0.01331195777
585	0.01328973661
586	0.01326814125
587	0.01323208817
588	0.013204286
589	0.01316125061
590	0.0131468634
591	0.0131066752
592	0.0130722614
593	0.01304532117
594	0.01302155267
595	0.01300823766
596	0.01298208459
597	0.01296827936
598	0.01294429212
599	0.0129341801
600	0.01290990091
601	0.0128738966
602	0.0128530697
603	0.01283917868
604	0.01282563118
605	0.01280807128
606	0.01278417153
607	0.01276155924
608	0.01272476271
609	0.01268408009
610	0.01266201295
611	0.01263612498
612	0.01262098001
613	0.01260806752
614	0.01258923758
615	0.01257958985
616	0.0125549287
617	0.01254647307
618	0.01250150869
619	0.01248138077
620	0.01246080932
621	0.01244871054
622	0.01243702842
623	0.01241803253
624	0.01239715588
625	0.01238128736
626	0.01236289535
627	0.01232370155
628	0.01230299926
629	0.01228519409
630	0.01225531012
631	0.01223426624
632	0.01221883607
633	0.01220968623
634	0.01216712908
635	0.01214311909
636	0.01212269075
637	0.01210142431
638	0.01205645731
639	0.0120372481
640	0.01202593538
641	0.01199331174
642	0.01198213128
643	0.01197332473
644	0.01194917363
645	0.01193837718
646	0.01191785983
647	0.01190861659
648	0.01189535756
649	0.01188292379
650	0.01186999386
651	0.01184893653
652	0.01180365647
653	0.0117810363
654	0.01177220537
655	0.01175635777
656	0.0117345499
657	0.0117157861
658	0.01168857565
659	0.01167389043
660	0.0116601969
661	0.01162914808
662	0.01162254107
663	0.01159817733
664	0.01158031829
665	0.01156913048
666	0.01155561481
667	0.01151449602
668	0.01150053982
669	0.01147856534
670	0.0114723001
671	0.01146300204
672	0.01143334981
673	0.01142484234
674	0.01141072515
675	0.01140152472
676	0.0113854771
677	0.01137655227
678	0.01134854727
679	0.01132775522
680	0.01131397019
681	0.01130225629
682	0.01127720759
683	0.01126379441
684	0.01122950664
685	0.01121684056
686	0.01117976158
687	0.01116756106
688	0.01115381035
689	0.01113269451
690	0.01112149718
691	0.01110330484
692	0.01109187431
693	0.01108229694
694	0.01107464802
695	0.01104724437
696	0.01103882412
697	0.01102829114
698	0.01100902105
699	0.01099793215
700	0.01097454697
701	0.01095538451
702	0.01094249655
703	0.01093123516
704	0.01092036473
705	0.01091212569
706	0.01088036949
707	0.01086975101
708	0.01085350236
709	0.0108353361
710	0.01082951532
711	0.01081821721
712	0.0107965013
713	0.01076921587
714	0.01075090588
715	0.01073387227
716	0.01071683748
717	0.01069342786
718	0.01069341349
719	0.01068441902
720	0.01067730596
721	0.01065974317
722	0.010644266
723	0.01061435195
724	0.01060732921
725	0.01059706144
726	0.01058599725
727	0.01056928857
728	0.01054748516
729	0.01054414721
730	0.01052705343
731	0.01052033725
732	0.01049790188
733	0.01048180809
734	0.01046458287
735	0.01045047137
736	0.01041629106
737	0.01039958179
738	0.01038517014
739	0.01036598173
740	0.01035642305
741	0.01032798965
742	0.01031726269
743	0.01030723507
744	0.01029473461
745	0.01028044989
746	0.01026507937
747	0.01024059326
748	0.01023398518
749	0.01022451304
750	0.01021721596
751	0.01020308333
752	0.01019075997
753	0.0101605835
754	0.01014714585
755	0.0101384247
756	0.01013491216
757	0.0100991367
758	0.01007969226
759	0.01007654647
760	0.01006450517
761	0.01005022211
762	0.01002403387
763	0.01001211097
764	0.01000256236
765	0.009993579722
766	0.009973238068
767	0.009958644574
768	0.009948183966
769	0.009924772114
770	0.009905368664
771	0.009896176819
772	0.009884027279
773	0.009869918223
774	0.009842243842
775	0.009824610585
776	0.009798928242
777	0.009768717585
778	0.009760546875
779	0.009743393675
780	0.00973735803
781	0.009721491688
782	0.009711865337
783	0.009699811546
784	0.009683109367
785	0.009672825025
786	0.009660315651
787	0.009640533914
788	0.009626643483
789	0.009618127546
790	0.00960302186
791	0.009581766954
792	0.009558499083
793	0.009530020702
794	0.009513652662
795	0.009498658076
796	0.009472572496
797	0.009461949962
798	0.009458481267
799	0.009446378707
800	0.009432147938
801	0.009412282316
802	0.009385408953
803	0.009367608672
804	0.009355766262
805	0.00933694604
806	0.009326890189
807	0.009310475824
808	0.009299227046
809	0.009283289608
810	0.009267843583
811	0.009259885
812	0.009244945384
813	0.009235079541
814	0.009229409304
815	0.009223413515
816	0.009213882943
817	0.009195660972
818	0.009186034442
819	0.009170272732
820	0.009162482067
821	0.009144888368
822	0.009138586015
823	0.009132384986
824	0.009123541499
825	0.009110171874
826	0.009104053627
827	0.009082928065
828	0.009077785909
829	0.0090689271
830	0.009061711852
831	0.009040132616
832	0.009012887763
833	0.009007937403
834	0.008996653718
835	0.008974822052
836	0.008959732344
837	0.008952489195
838	0.008934316977
839	0.008927314631
840	0.0089186097
841	0.008912225788
842	0.008886253187
843	0.008880402303
844	0.008872241669
845	0.008858168235
846	0.008852928929
847	0.008846488527
848	0.008830818184
849	0.008822534435
850	0.00881773688
851	0.008806165143
852	0.008792599132
853	0.00877075274
854	0.008751119814
855	0.008736814908
856	0.008719955662
857	0.008710096079
858	0.008685538428
859	0.00866980003
860	0.008664388244
861	0.008654596747
862	0.008649356904
863	0.008633748863
864	0.008623633006
865	0.008616075482
866	0.008591548417
867	0.008579440283
868	0.00856620358
869	0.008560373861
870	0.008560272836
871	0.008554835473
872	0.008539108224
873	0.008530644722
874	0.008519647747
875	0.008514708237
876	0.008504701394
877	0.008497509875
878	0.008493006632
879	0.008475425393
880	0.008464934141
881	0.008458377391
882	0.008447619908
883	0.008442521125
884	0.00843947245
885	0.008435086269
886	0.008416985714
887	0.008406784362
888	0.008394617801
889	0.008381566187
890	0.008365779646
891	0.0083615243
892	0.008355284936
893	0.008351159531
894	0.008342435671
895	0.008335324072
896	0.008329229672
897	0.008316699252
898	0.008301695307
899	0.008290808658
900	0.008275995674
901	0.008258543035
902	0.008258518263
903	0.008246924556
904	0.008231467293
905	0.008222376683
906	0.008218260758
907	0.008203104306
908	0.008192338327
909	0.008178108512
910	0.008169471517
911	0.008155301411
912	0.008143954737
913	0.008138057589
914	0.008128456486
915	0.00812418242
916	0.008109158532
917	0.00809781946
918	0.008081839156
919	0.008071689583
920	0.008071670564
921	0.008051334873
922	0.008036069555
923	0.0080223443
924	0.008016719643
925	0.008016703486
926	0.008010433984
927	0.008010441496
928	0.008001353091
929	0.007991203847
930	0.007984081636
931	0.007978194682
932	0.007978192238
933	0.007958986187
934	0.007953140014
935	0.00794935605
936	0.007935128679
937	0.007932885524
938	0.007927252192
939	0.007923533065
940	0.00791750523
941	0.007903826031
942	0.007887829212
943	0.007875508027
944	0.007865129992
945	0.007847947548
946	0.007835405175
947	0.007826409211
948	0.007815174682
949	0.007794178018
950	0.007786203218
951	0.007777485409
952	0.007773946273
953	0.007773903198
954	0.007767184552
955	0.007750024435
956	0.007739292559
957	0.007720646574
958	0.007689123006
959	0.007670595873
960	0.007670604369
961	0.007665128313
962	0.00765425171
963	0.007646845531
964	0.007646841716
965	0.007632459572
966	0.007625920172
967	0.007614099017
968	0.007606913102
969	0.007587458885
970	0.007576217291
971	0.007563137478
972	0.007555320192
973	0.007545182603
974	0.007532098049
975	0.007516085431
976	0.007504125302
977	0.007492713762
978	0.0074754105
979	0.007462785285
980	0.007454086137
981	0.007449197274
982	0.007439469242
983	0.007427879499
984	0.00742279589
985	0.007413118563
986	0.007407731997
987	0.007399814133
988	0.007397721219
989	0.007383384505
990	0.007369616652
991	0.007344074743
992	0.007336496114
993	0.007317976345
994	0.00730940675
995	0.007306016663
996	0.007302173617
997	0.007293945225
998	0.007293949845
999	0.007285170151
