Stock,총자산증가율 (2018),매출액증가율 (2018),총자본영업이익율 (2018),매출액영업이익율 (2018),자기자본비율 (2018),유보액/납입자본비율 (2018),총자본회전율 (2018),영업활동으로인한현금흐름 (2018),총자산증가율 (2019),매출액증가율 (2019),총자본영업이익율 (2019),매출액영업이익율 (2019),자기자본비율 (2019),유보액/납입자본비율 (2019),총자본회전율 (2019),영업활동으로인한현금흐름 (2019),총자산증가율 (2020),매출액증가율 (2020),총자본영업이익율 (2020),매출액영업이익율 (2020),자기자본비율 (2020),유보액/납입자본비율 (2020),총자본회전율 (2020),영업활동으로인한현금흐름 (2020),총자산증가율 (2021),매출액증가율 (2021),총자본영업이익율 (2021),매출액영업이익율 (2021),자기자본비율 (2021),유보액/납입자본비율 (2021),총자본회전율 (2021),영업활동으로인한현금흐름 (2021),2018_관리종목여부,2019_관리종목여부,2020_관리종목여부,2021_관리종목여부,2018_Z,2019_Z,2020_Z,2021_Z,2018_부실기업판별_알Z,2019_부실기업판별_알Z,2020_부실기업판별_알Z,2021_부실기업판별_알Z,2018_부도확률_o,2019_부도확률_o,2020_부도확률_o,2021_부도확률_o,2018_F_score,2019_F_score,2020_F_score,2021_F_score,2018_K,2019_K,2020_K,2021_K,2018_부실여부판단_K,2019_부실여부판단_K,2020_부실여부판단_K,2021_부실여부판단_K,성장성2018,성장성2019,성장성2020,성장성2021,수익성2018,수익성2019,수익성2020,수익성2021,안정성2018,안정성2019,안정성2020,안정성2021,활동성2018,현금흐름2018,활동성2019,현금흐름2019,활동성2020,현금흐름2020,활동성2021,현금흐름2021,업종,자본잠식,벌금,불성실공시,소송,영업정지,특허,투자주의환기종목
101730,-52.8,-5.44,-9.58,-44.64,92.3,798.93,0.21,-7324362000.0,-42.52,-19.03,-27.61,-80.23,83.66,443.17,0.34,-6323342000.0,66.77,25.57,-26.15,-58.94,81.98,316.26,0.44,-6933993000.0,28.75,-24.6,4.79,20.46,89.45,447.45,0.23,2358982000.0,0,0,1,0,22.435477630292908,6.710612724898613,2.6436546181132856,27.917897817942315,0,0,1,0,0.9999999981481776,0.7875802331007195,0.0019225020213224,5.352598749045669e-07,1,0,1,1,7.007715189149034,-7.587684795912019,-0.2517885256866801,5.757422488622707,2,0,1,2,1,1,4,2,1,1,1,3,3,3,2,3,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0
102710,14.2,9.6,12.29,8.6,76.42,2817.0,1.43,26659355000.0,20.82,9.48,16.39,12.34,74.84,3351.63,1.33,53784160000.0,16.51,1.84,15.23,13.34,73.53,3842.63,1.14,66296021000.0,21.25,13.07,7.86,7.25,65.72,4163.39,1.08,18712301000.0,0,0,0,0,5.061731767564016,5.057415776276162,5.658834308437168,4.28425473333693,0,0,0,0,3.371605682136107e-05,2.0662073570614376e-05,5.049534505830519e-05,0.0003036738051968,1,1,1,1,33.24211068658615,33.25134049057534,32.91564466873248,31.900523434994547,2,2,2,2,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0
099440,10.45,-6.98,1.37,1.88,45.73,781.35,0.73,-10972446000.0,3.35,-5.88,-5.93,-9.22,45.15,765.77,0.64,-11524809000.0,-15.2,-23.46,-8.32,-15.88,42.47,567.02,0.52,14918094000.0,-0.13,16.69,-6.58,-9.87,30.48,418.28,0.67,230899000.0,0,0,0,0,1.8001079450680835,1.0754584456459324,0.5560125560431968,0.3406579791205808,2,2,2,2,0.0005315043137282,0.0022911629371123,0.0032469190289932,0.0078138778249587,1,0,1,1,21.870202408959333,20.37250890096149,17.3548295493031,16.15179350768999,2,2,2,2,3,2,1,2,2,1,1,1,1,1,1,1,3,1,2,1,2,4,3,2,2,0,0,0,0,0,1,0
100090,2.36,-3.51,-3.38,-11.56,39.85,1125.02,0.29,-4616481000.0,16.65,125.67,3.9,6.47,31.33,965.43,0.6,27686608000.0,10.84,38.99,3.92,5.31,34.71,938.9,0.74,-47492963000.0,18.64,22.45,6.16,7.84,25.02,752.33,0.79,126471385000.0,0,0,0,0,0.394233283505944,0.7568081933243063,1.4261574661810232,1.697509974185548,2,2,2,2,0.0067483614264098,0.0035198807509408,0.0014361533900484,0.0085392368705428,0,1,1,1,20.810000801924545,22.066851018784924,22.93369313907646,21.835869564760912,2,2,2,2,2,3,3,3,1,3,3,3,2,2,2,1,1,1,2,4,3,1,3,4,2,0,0,1,0,0,0,0
099220,5.68,16.21,1.93,3.42,59.31,203.85,0.57,-221294000.0,18.57,6.9,1.54,2.85,58.24,218.84,0.54,6987028000.0,19.65,25.0,-0.68,-1.2,58.1,265.79,0.57,9993930000.0,4.21,6.28,0.57,1.06,60.5,259.65,0.54,-15710104000.0,0,0,0,0,1.4748432861347496,1.4433664786315972,2.038089586944701,2.118937927416103,2,2,1,1,0.000741468565415,0.0004075165973193,0.0003460226544402,0.000848785050362,1,1,1,1,18.257488450808346,18.97079505300313,20.267310866988428,19.86830073531198,2,2,2,2,2,3,4,2,2,2,2,2,1,1,1,1,2,2,2,3,2,3,2,1,5,0,0,0,0,0,0,0
101390,-17.76,-62.84,-5.89,-7.55,47.16,166.97,0.78,-8566114000.0,0.21,-4.24,-2.27,-2.75,32.7,69.38,0.83,-20429572000.0,-33.29,-74.18,-16.51,-64.54,24.97,-6.77,0.26,-9890816000.0,16.48,65.0,4.03,8.27,50.77,1167.05,0.49,4140014000.0,0,0,0,0,1.060315674179185,0.8237609794510368,-0.777221902565979,0.9893986335601158,2,2,2,2,0.0087578673164441,0.0122048235222197,0.0275169096115014,0.00116888180251,0,0,0,2,18.75891133158833,15.752139567354629,5.863835236775479,9.4336866951266,2,2,2,2,1,2,1,3,1,1,1,3,1,1,1,2,3,1,3,1,1,1,2,3,2,0,0,1,1,0,1,0
076080,-0.38,6.58,2.67,1.74,48.65,497.67,1.53,-6497793000.0,10.81,27.89,5.15,2.76,48.64,541.76,1.86,15115783000.0,4.95,-13.99,3.08,2.07,45.73,541.77,1.49,17468801000.0,-5.63,32.69,-0.1,-0.05,51.51,554.31,1.98,-22450238000.0,0,0,0,0,2.528077512478044,3.0194379822837307,2.405396968232046,3.495960354462538,1,0,1,0,0.0029199387166647,0.0004174364770909,0.0018456231127066,0.0004482871436781,1,2,1,1,24.694034573017166,25.71334104725383,24.93517710373731,26.121703648753623,2,2,2,2,2,3,1,2,2,2,2,2,1,1,1,1,4,1,4,4,4,4,4,1,6,0,0,1,1,0,0,0
101670,-1.59,-11.55,-2.79,-7.77,88.13,715.94,0.36,453871000.0,-1.23,2.13,1.05,2.81,91.52,734.95,0.37,664130000.0,-11.36,-7.62,-4.73,-12.88,82.42,581.51,0.37,905985000.0,20.34,42.63,4.68,9.26,75.82,646.54,0.51,-11406979000.0,0,0,0,0,7.623569784766435,8.732179511112477,4.489715245462024,4.382491424339015,0,0,0,0,0.0001924663456247,1.902250589823021e-05,0.0029319109777892,0.0001196439171118,0,1,1,1,26.335101783162692,26.919912990862752,24.903059523512898,25.595536951220826,2,2,2,2,2,1,1,3,1,2,1,3,3,3,3,2,1,2,1,2,2,2,2,1,2,0,0,0,0,0,0,0
071670,3.17,-4.32,0.16,0.16,43.31,1259.47,1.02,-4052342000.0,6.35,18.2,1.17,1.02,40.95,1267.06,1.15,5892752000.0,-6.19,2.92,1.6,1.35,44.45,1298.54,1.18,12772338000.0,3.89,4.01,3.02,2.42,45.64,1390.84,1.25,11094861000.0,0,0,0,0,2.2032296104441063,2.1741416509050855,2.403168667650071,3.0263772775496003,1,1,1,0,0.0008281257011747,0.0012159856198184,0.0007677987500586,0.0008160505015968,1,2,1,2,25.952242624870063,26.09764051115578,26.60747792283546,27.0803269657484,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,4,3,4,3,4,3,2,0,0,0,0,0,0,0
098660,-2.04,-2.78,2.71,2.14,48.47,715.89,1.27,10815397000.0,-0.82,-3.58,9.36,7.55,52.05,486.17,1.24,-2945793000.0,-2.25,-18.7,-0.82,-0.8,46.17,411.44,1.02,2602892000.0,-7.19,-5.53,0.27,0.26,47.93,393.62,1.01,11847519000.0,0,0,0,0,2.711681460209679,2.9274170607694794,2.2671895590159945,2.5009411796410017,1,1,1,1,0.0010675897486463,0.0004786346392698,0.0024160897737542,0.000644639468441,1,1,1,1,26.399873891824864,26.881881384146045,25.26286789752293,25.32094420301288,2,2,2,2,1,2,1,1,2,3,1,2,1,2,1,1,4,4,4,1,4,2,4,4,2,0,0,0,0,0,0,0
101490,2.36,13.2,4.24,8.5,64.35,730.47,0.5,12315421000.0,9.5,38.43,8.56,13.14,65.34,820.83,0.65,8735925000.0,37.13,3.44,7.03,12.94,88.46,1454.66,0.54,7035622000.0,6.04,12.7,6.7,13.03,88.47,1547.49,0.51,23964448000.0,0,0,0,0,2.2581763696437602,3.4394001203854367,19.430685549011113,20.835259541206398,1,0,0,0,0.0002092683891481,0.0001258086299445,9.153295023094904e-06,9.394168354880696e-06,2,2,1,1,22.777707455163497,24.33797736840805,24.097701074931987,24.49970116454159,2,2,2,2,2,3,3,2,3,4,3,3,2,2,3,3,2,4,3,3,2,3,2,4,2,0,0,0,0,0,0,0
100120,11.31,-4.93,15.24,19.44,91.93,2897.31,0.78,22786637000.0,15.7,7.62,15.58,20.98,90.5,3297.74,0.74,17272223000.0,8.66,17.6,14.73,18.89,87.72,3653.72,0.78,7264212000.0,22.38,23.85,16.33,19.58,79.46,4246.18,0.83,15665388000.0,0,0,0,0,20.422240455084957,13.525243663738985,11.136774676415987,7.608573147562058,0,0,0,0,7.614858136375033e-07,1.4074942514330931e-06,7.40131824473669e-06,1.1850719173391753e-05,1,1,1,1,33.47933595270375,33.42030755238624,33.992308089643586,33.79992256776631,2,2,2,2,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,4,3,3,3,4,2,0,0,0,0,0,0,0
101400,-39.42,-35.6,-25.18,-58.96,22.6,-32.48,0.43,-1605873000.0,23.13,-33.76,-18.21,-54.19,52.85,27.28,0.34,-4665350000.0,-12.8,4.22,-9.88,-29.13,60.77,7.03,0.34,-1598541000.0,27.48,45.54,6.06,13.03,58.89,32.23,0.47,-657146000.0,0,0,1,1,-0.09053760456414267,0.25578663826477266,-0.2778768040146832,0.5201545879559555,2,2,2,2,0.004913056089181,0.0014151896139447,0.0065381057915204,0.0003293649915499,0,0,1,1,-5.447308072914692,-5.818146504041522,-12.53630071443916,-4.960422410639218,0,0,0,0,1,2,2,3,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,2,2,1,0,1,0,0,0,1
101170,2.4,18.75,2.22,3.33,90.55,1231.33,0.67,5751998000.0,0.6,-13.7,-1.29,-2.28,88.36,1207.46,0.57,7887230000.0,-8.49,8.29,0.83,1.29,88.15,1095.47,0.64,3952021000.0,3.14,0.72,2.27,3.42,88.52,1137.49,0.66,5423674000.0,0,0,0,0,5.858455061600568,4.5271069491237474,4.596802664744864,5.663465998904121,0,0,0,0,5.105084308983085e-06,6.33191893433536e-05,0.0001994218679105,1.3590068723902115e-05,2,0,1,2,29.5128753590467,28.68872658291052,28.56462633487974,28.891439002934703,2,2,2,2,2,1,2,2,2,1,2,2,3,3,3,3,2,3,2,3,3,2,3,3,2,0,0,0,0,0,0,0
106240,-24.91,-27.53,-15.32,-18.87,34.03,108.68,0.81,-1600986000.0,-6.02,-11.7,8.03,9.32,52.81,166.72,0.86,2395405000.0,-0.52,18.61,6.46,6.11,56.52,180.25,1.06,8147047000.0,116.58,64.21,12.15,11.05,50.92,424.31,1.1,26898558000.0,0,0,0,0,0.10526310282775819,1.4018139043740732,3.086186411612663,3.809674013508736,2,2,0,0,0.007641698247276,0.0004093351414568,0.0005984481875756,0.0001063825049536,1,1,2,1,12.565746057686043,13.965260584518374,15.105040051990258,21.84122366812309,2,2,2,2,1,1,3,4,1,3,3,3,1,1,1,1,3,1,3,2,4,3,4,4,2,0,0,0,0,0,0,1
086890,-10.19,-13.94,-17.04,-75.08,85.53,348.7,0.23,-13378506000.0,32.82,25.52,-19.47,-75.31,59.49,314.51,0.26,-13146386000.0,-10.8,21.83,-15.03,-51.5,52.66,208.33,0.29,-8563862000.0,82.59,9.42,-7.68,-32.05,47.62,333.66,0.24,-5837851000.0,0,0,0,0,14.29134581805368,2.002124586760963,1.4742879429173448,2.5886376417402657,0,1,2,1,0.001129468988309,0.0013727920482711,0.002796995682886,0.0004660093453173,0,1,1,0,1.1942304533040575,2.272610344481137,-2.911310087918514,6.056640507077027,2,2,0,2,1,4,2,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,1,1,0
104040,5.93,-9.29,0.85,1.96,56.41,1583.92,0.43,1250704000.0,-1.21,-2.82,0.38,0.92,57.32,1590.3,0.41,2661421000.0,-3.99,-14.43,1.1,3.04,61.98,1653.48,0.36,1187443000.0,-3.94,2.38,1.26,3.26,65.66,1683.93,0.39,2373587000.0,0,0,0,0,2.1339063649507466,1.8692579309172102,1.9852191227546894,2.8523887223171585,1,1,1,1,0.000591475360948,0.0011453484525477,0.000319404086777,0.0005485519329122,0,1,1,2,24.15683122727664,24.121217777092895,24.352478158391094,25.061473244689758,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,0,0,1,0,0,0,0
078070,21.71,13.96,1.29,33.38,98.52,1774.78,0.04,2898731000.0,-0.33,-0.99,0.81,23.07,98.4,1766.95,0.03,2731423000.0,-0.87,-5.96,0.79,23.81,98.3,1750.05,0.03,1722043000.0,3.28,15.32,1.15,30.47,97.48,1791.6,0.04,3155636000.0,0,0,0,0,26.986215880608142,95.81744145974082,109.98108185863248,50.61394129644459,0,0,0,0,5.76021971520757e-06,1.2132548712248154e-05,4.6328437796420245e-05,6.277172312503159e-07,1,1,1,1,35.33626772351421,34.46603162412281,34.51318700370645,35.02251682814402,2,2,2,2,3,2,2,2,3,3,3,3,4,4,4,3,1,3,1,2,1,2,1,3,3,0,0,0,0,0,0,0
086900,1.92,11.06,20.95,41.33,63.84,10274.11,0.51,53675035000.0,4.67,-2.91,4.73,9.93,61.64,10577.72,0.48,28091243000.0,11.03,-31.87,-8.79,-29.24,51.57,9830.66,0.3,29486146000.0,26.79,36.8,8.9,25.82,70.98,13948.12,0.34,19877437000.0,0,0,0,0,18.445494767460843,11.723119670022665,4.43213794988527,5.722780888252537,0,0,0,0,8.117465249944288e-05,0.0003842452155578,0.0013679162939509,1.2110740114638764e-05,1,1,1,1,30.995266645809124,30.96160926838989,27.254860548013934,29.428800229426216,2,2,2,2,2,2,2,3,4,3,1,4,3,3,2,3,2,4,2,4,1,4,1,4,2,0,1,1,0,1,0,0
099320,13.85,6.43,6.05,10.38,79.0,3128.47,0.58,-159546000.0,21.14,58.14,10.17,12.99,71.76,1695.23,0.78,32305061000.0,14.57,29.48,14.52,16.84,72.04,1984.93,0.86,14474638000.0,115.06,-18.98,3.92,9.45,56.91,2689.97,0.42,-55355000.0,0,0,0,0,6.2316516253287855,5.30091085716801,6.233664495299036,4.619389260917459,0,0,0,0,9.794361029237296e-05,6.26877534913955e-05,3.0653842613221506e-05,0.0003981388456897,0,2,2,1,27.329106696626148,27.9380969093752,28.926015986378832,22.367827400000927,2,2,2,2,3,4,3,2,3,4,4,3,3,3,3,3,2,2,3,4,3,4,2,2,2,0,0,0,0,0,1,0
064480,8.15,53.92,1.35,1.57,70.28,538.66,0.86,4214381000.0,-24.63,-23.47,-7.99,-11.05,77.84,433.12,0.72,-2020098000.0,0.6,24.55,4.05,3.87,79.0,460.5,1.04,4500986000.0,38.96,22.64,6.17,5.77,67.27,560.28,1.07,10706106000.0,0,0,0,0,3.9250258234125397,4.293735603156865,5.079699180522923,4.109496454706203,0,0,0,0,0.0001051060844877,0.0004856869295709,5.182779467882573e-05,0.0001641989410319,1,0,2,2,27.84973961032441,28.30864701297632,29.421602857223014,27.44610961632497,2,2,2,2,3,1,3,3,2,1,2,3,2,2,2,2,3,3,3,1,4,2,4,3,1,0,0,0,0,0,1,0
098460,36.12,16.35,19.02,21.02,81.89,3409.86,0.91,44999013000.0,10.01,-4.7,13.63,19.12,81.82,3782.62,0.71,26124765000.0,-1.59,-25.02,4.44,8.64,83.36,3788.29,0.51,37199067000.0,21.0,46.52,13.07,19.03,77.82,4265.73,0.69,43040625000.0,0,0,0,0,18.898033352299848,15.978984103119023,17.46835706209007,14.487852166588882,0,0,0,0,4.763216859629918e-06,1.149025242591146e-05,4.312191264827953e-05,7.702764794064721e-06,1,1,1,1,32.08661632534007,31.77365019760365,30.95661908383107,31.48678762120828,2,2,2,2,4,2,1,3,4,4,3,4,4,4,4,3,3,4,3,4,2,4,3,4,2,0,0,0,0,0,0,0
067000,10.45,-4.19,-9.95,-6.07,48.25,777.33,1.64,-8917550000.0,17.36,18.1,14.87,8.76,39.49,759.32,1.7,2817425000.0,72.12,60.06,22.58,12.21,69.6,1239.31,1.85,6582666000.0,111.44,22.4,12.58,10.95,40.79,317.26,1.15,30769890000.0,0,0,0,0,5.056345592099254,3.9271488092025097,7.284220549133517,3.603464062121784,0,0,0,0,0.003063375165214,0.0026361810775195,7.529319446574942e-05,0.0014015410883145,0,1,1,1,22.339603944892787,21.981507254831,24.53154251153694,21.53842565171561,2,2,2,2,3,3,4,3,1,3,4,3,1,1,3,1,4,1,4,2,4,3,4,4,1,0,0,0,0,0,0,0
018620,-22.17,22.66,-8.76,-16.8,58.3,239.45,0.52,-3688728000.0,23.71,-8.1,2.6,5.32,48.56,118.42,0.49,742714000.0,-2.04,-1.71,-4.18,-9.51,47.35,96.37,0.44,-1728534000.0,-4.97,-3.22,-3.41,-7.73,50.42,89.79,0.44,2812757000.0,0,0,0,0,2.146903721804691,1.7750789203589672,1.3149343798193374,1.4753898128255383,1,2,2,2,0.0024433608703906,0.0069802264666616,0.0041457112551007,0.002648932020658,1,1,0,1,18.06030392901804,14.769063253571732,12.91035274372185,11.750879811798928,2,2,2,2,1,3,2,1,1,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,0,0,0,0,0,1,0
095610,-0.56,4.12,24.2,20.46,87.88,2223.82,1.18,36607518000.0,2.65,-38.04,4.82,6.65,86.72,2251.59,0.73,33366900000.0,10.63,37.87,12.11,12.91,86.03,2524.58,0.94,24712196000.0,22.58,52.59,20.3,16.59,87.53,3210.9,1.22,76365833000.0,0,0,0,0,13.564327727979618,8.848742346244412,10.313000648570682,11.979730834422742,0,0,0,0,2.580248995428773e-06,2.811180669027599e-05,3.7108499550467e-06,4.474155742398548e-07,1,1,1,2,32.38902830023177,30.819707145839683,32.03801210258117,34.12332424731021,2,2,2,2,2,1,3,3,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,0,0,0,0,0,1,0
053280,0.13,10.44,0.89,0.37,33.62,678.19,2.44,14461610000.0,15.71,5.43,3.74,1.57,28.3,657.9,2.38,30965038000.0,53.47,19.72,3.56,1.7,46.65,1817.42,2.1,13757267000.0,64.49,5.89,2.83,2.04,56.95,2550.99,1.39,26751540000.0,0,0,0,0,2.9529824158553817,2.79222591951202,2.820569784458855,2.155269866509159,1,1,1,1,0.00605740778543,0.0035305451511035,0.0018261858116871,0.0002688416131721,1,1,1,1,25.9307663774789,25.59982085340894,26.4367982127668,25.56920925761189,2,2,2,2,2,3,4,3,2,2,2,2,1,1,2,3,4,4,4,4,4,4,4,4,5,0,0,0,0,0,0,1
007530,7.46,-0.56,4.38,4.35,27.24,415.43,1.01,9295865000.0,0.98,1.02,4.76,4.87,32.25,514.64,0.98,5028686000.0,3.14,-7.72,1.06,1.2,29.35,477.43,0.88,11678715000.0,5.21,10.04,-0.21,-0.23,28.3,291.97,0.93,-4830996000.0,0,1,0,0,1.2506810392518393,1.2512769292198749,1.074406772596394,1.2486980688471587,2,2,2,2,0.003772215500237,0.0029861613025526,0.0098179078524608,0.0033292630787388,2,1,1,0,21.787771404837915,22.55297649223943,21.86835809989068,22.05467536413296,2,2,2,2,3,2,2,2,2,3,2,2,1,1,1,1,3,4,4,3,3,3,4,1,2,0,0,0,1,0,0,1
047560,0.52,2.87,0.67,2.67,41.57,683.56,0.25,1503644000.0,29.67,-8.11,-2.6,-12.96,43.05,970.56,0.2,3476197000.0,-5.4,16.5,0.5,2.34,46.76,1058.75,0.21,2700344000.0,0.48,25.04,0.31,1.14,55.95,1118.22,0.27,256598000.0,0,0,0,0,1.4400534087104981,0.9221962159408423,1.0328058255354873,2.141133417939075,2,2,2,1,0.0030851094942047,0.0055207581413859,0.0015276969615823,0.0030077777772694,1,0,1,2,19.998572370072104,18.228915882786826,19.095694818849896,19.23159660945482,2,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,1,2,1,0,0,0,0,0,1,0
063170,12.22,-15.29,2.16,10.05,44.12,698.7,0.22,-7599014000.0,2.99,-27.86,-2.21,-15.3,37.12,601.0,0.14,4368504000.0,-7.95,31.35,0.87,4.48,39.58,589.27,0.19,-9600398000.0,23.56,174.49,13.42,26.89,44.94,828.91,0.5,11643780000.0,0,0,0,0,2.0967830929028923,1.2633760060583705,1.3017551943357735,3.395708692686942,1,2,2,0,0.0009351393035895,0.0037913687203241,0.0010148926760877,0.0005244740861854,1,0,1,1,18.13147653507261,15.78429349104621,16.655744784525627,21.18541377995658,2,2,2,2,3,1,2,3,2,1,2,4,1,1,1,1,1,1,1,3,1,1,2,4,5,0,0,0,0,0,0,0
016670,-2.72,-84.05,0.1,0.79,81.47,174.65,0.13,-168883000.0,-9.12,-47.88,0.15,2.08,74.61,128.58,0.07,-836325000.0,29.24,5.55,-0.33,-4.69,47.7,-12.56,0.07,-745636000.0,-29.85,179.53,0.26,1.31,84.87,-5.77,0.2,-3393287000.0,0,0,0,1,3.8293014339535447,3.6673481832579036,0.6326556878455488,6.1564268719723145,0,0,2,0,0.0001468111319761,0.0011649173901101,0.0806095640600151,0.0002584292954479,1,0,0,1,21.75610101555069,18.32067311270797,7.700811042229624,8.189522371906838,2,2,2,2,1,1,3,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,1,1,5,0,0,0,0,1,0,1
012860,11.18,3.67,0.88,0.72,20.47,694.88,1.22,17085767000.0,7.84,1.61,1.28,1.13,25.03,947.0,1.14,28564243000.0,-3.07,-1.38,-1.36,-1.24,25.43,410.95,1.1,35047401000.0,-4.99,-1.09,1.62,1.43,30.57,382.97,1.13,16721833000.0,0,0,0,0,1.2669555113499351,1.1017761925489156,1.0083981993218123,1.2605303093937041,2,2,2,2,0.0028484246236793,0.0063685400800059,0.0049994943940136,0.0021685161260669,1,1,0,1,23.58636334992613,23.200258762249025,22.76096477473727,22.87610949353997,2,2,2,2,3,2,1,1,2,2,1,2,1,2,1,1,4,4,4,4,4,4,4,4,2,0,0,1,0,0,0,0
147830,-0.44,-6.57,5.18,9.54,93.87,1006.2,0.54,1283830000.0,4.42,-15.35,2.47,5.48,92.41,1037.1,0.45,3808174000.0,7.53,-2.06,4.85,11.66,93.03,1130.94,0.42,3740303000.0,11.35,40.84,9.73,18.18,91.72,575.57,0.54,6128838000.0,0,0,0,0,19.0811259809827,11.145380260626633,8.91011008453019,9.87114021441057,0,0,0,0,2.099258166015335e-05,1.105539176016726e-05,1.39886494640977e-06,2.4646106159443458e-06,1,1,1,1,26.58261715189452,26.08692558062246,26.45746944678158,27.672103454199245,2,2,2,2,2,1,2,3,3,2,3,4,3,3,3,3,2,2,2,3,2,2,2,3,2,0,0,0,0,0,0,0
019770,-19.19,-12.34,-2.34,-2.71,53.53,1041.05,0.86,29232089000.0,-2.06,10.9,9.19,8.5,54.06,1028.62,1.08,9868024000.0,3.92,2.92,4.24,3.84,54.75,1087.62,1.1,14750379000.0,-2.29,9.41,9.38,7.82,61.48,1203.16,1.2,1176073000.0,0,0,0,0,1.8842995840761914,2.4340679663274,2.5208328469071724,3.8216879086677906,1,1,1,0,0.0008227300499626,0.0006044006097414,0.0003921425942231,0.0002156283890461,1,1,2,1,26.17243774540642,26.881850095008996,27.177519067220786,28.58668311780232,2,2,2,2,1,2,2,1,1,3,2,3,2,2,2,2,3,4,4,3,4,4,4,2,2,0,0,0,0,0,0,0
137940,-14.14,-0.01,1.7,6.77,62.77,694.72,0.25,-835112000.0,2.47,-6.86,-4.21,-16.82,51.67,574.67,0.25,-3800223000.0,48.88,-25.17,-6.5,-43.71,72.86,1286.3,0.15,-5800851000.0,-10.74,-11.19,-2.25,-19.24,72.97,1123.52,0.12,-2531165000.0,0,0,0,0,3.993273663279302,1.9140512647931072,2.2738619120441634,2.5211202151340406,0,1,1,1,0.0017685245210457,0.0026616338017506,4.181337533161955e-06,0.0014693849548773,1,0,0,1,17.613420977493075,16.023709109857663,20.750936917305392,19.03198459785253,2,2,2,2,1,2,2,1,2,1,1,1,2,2,3,3,1,2,1,1,1,1,1,1,2,0,0,1,0,0,0,0
069140,6.84,-8.02,-5.39,-6.8,53.29,835.0,0.79,-1088457000.0,28.58,3.52,-3.82,-5.5,44.3,767.96,0.7,-382652000.0,14.33,13.93,0.76,1.16,56.27,868.87,0.66,1273509000.0,9.83,14.69,0.51,0.76,52.52,893.03,0.67,-1732085000.0,0,0,0,0,1.7276833947942705,1.1679218849680706,1.4511826855986976,1.8055200725886964,2,2,2,2,0.0009190658066455,0.0075034586653975,0.0005190914551609,0.0017974018462068,0,0,1,1,21.53872100489925,19.669772949914115,20.35225741867993,20.46064798298173,2,2,2,2,3,3,3,2,1,1,2,2,2,1,2,1,3,2,3,1,3,2,3,2,2,0,0,0,0,0,0,0
096240,-0.5,3.9,9.23,11.16,71.67,1947.93,0.83,18368166000.0,14.97,15.02,13.49,15.21,61.26,1918.19,0.89,27248696000.0,16.28,5.53,13.38,16.54,65.55,1993.03,0.81,21233481000.0,14.56,19.94,17.25,20.5,60.54,2100.05,0.84,31842770000.0,0,0,0,0,4.688022187343428,3.868574460624254,3.7315073084791006,4.143492089357893,0,0,0,0,0.0001210871997761,0.0002572132671669,0.0001824413540629,0.0001470271129196,2,1,2,1,22.32888427690361,22.21655033354506,21.897730739933195,22.49612352424121,2,2,2,2,2,3,3,3,3,4,4,4,3,3,3,3,3,4,3,4,3,4,3,4,6,0,0,0,0,0,0,0
010240,7.93,21.51,10.1,7.67,72.7,738.89,1.32,9281522000.0,3.01,-19.93,7.13,7.12,75.03,791.76,1.0,9541302000.0,7.72,2.99,11.38,11.63,72.81,880.22,0.98,7782084000.0,14.24,25.65,10.75,9.71,78.06,1089.83,1.11,3015968000.0,0,0,0,0,4.6491970398855385,4.7244632031509,4.109913083669264,6.226509511525414,0,0,0,0,7.877130906924445e-05,0.0001210888593544,7.23586475606494e-05,1.6152290592746728e-05,2,1,2,1,29.92711137325841,29.55693334314073,29.91853440063908,31.477115431025645,2,2,2,2,3,1,3,3,3,3,3,3,2,2,2,3,4,4,4,3,4,3,4,2,2,0,0,0,0,0,0,0
081150,-1.19,3.37,2.62,2.89,62.89,590.41,0.91,3304725000.0,14.09,7.85,2.76,3.0,64.52,707.99,0.92,3583393000.0,-1.87,1.07,3.18,3.61,67.96,735.25,0.88,7262798000.0,40.29,42.93,9.39,8.87,69.25,1094.05,1.06,7410941000.0,0,0,0,0,2.514134575484773,2.4227650539000414,2.648665406195609,2.919109664840477,1,1,1,1,0.0003197138675643,0.0002659415549755,0.0001700375482311,0.0001059459318966,1,1,2,1,25.382882107463196,25.20243878881588,25.50548778511893,25.89203842730705,2,2,2,2,2,3,2,4,2,2,2,3,2,2,2,3,3,3,3,2,3,3,4,3,2,0,0,0,1,0,0,0
